id,dbms,indexed,batch_size,experiment_size,preload_size,run_time,git_hash,rows_per_second,ms_per_transaction,timestamp
1809,postgres,0,2,100000,1000000,216.29,a81d770,462.34,4.33,2022-03-28 13:17:19
1810,mongodb,1,100,100000,1000000,3.25,a81d770,30769.23,3.25,2022-03-28 13:17:43
1811,mysql,1,100,100000,1000000,29.12,a81d770,3434.07,29.12,2022-03-28 13:18:32
1812,mysql,0,100,100000,1000000,23.99,a81d770,4168.4,23.99,2022-03-28 13:19:01
1813,mysql,1,10,100000,1000000,198.2,a81d770,504.54,19.82,2022-03-28 13:22:38
1814,mongodb,1,5,100000,1000000,14.39,a81d770,6949.27,0.72,2022-03-28 13:23:13
1815,postgres,1,1000,100000,1000000,9.68,a81d770,10330.58,96.8,2022-03-28 13:25:01
1816,mysql,0,10,100000,1000000,176.02,a81d770,568.12,17.6,2022-03-28 13:28:02
1817,mongodb,1,300,100000,1000000,2.63,a81d770,38022.81,7.9,2022-03-28 13:28:25
1818,mongodb,0,25,100000,1000000,3.61,a81d770,27700.83,0.9,2022-03-28 13:28:40
1819,mongodb,0,2,100000,1000000,31.32,a81d770,3192.85,0.63,2022-03-28 13:29:22
1820,mongodb,0,50,100000,1000000,2.25,a81d770,44444.44,1.13,2022-03-28 13:29:34
1821,mysql,0,2000,100000,1000000,3.93,a81d770,25445.29,78.6,2022-03-28 13:29:43
1822,postgres,0,2000,100000,1000000,7.46,a81d770,13404.83,149.2,2022-03-28 13:31:05
1823,mysql,1,200,100000,1000000,26.86,a81d770,3723.01,53.72,2022-03-28 13:31:51
1824,mysql,0,5,100000,1000000,359.95,a81d770,277.82,18.0,2022-03-28 13:37:56
1825,mysql,0,300,100000,1000000,10.96,a81d770,9124.09,32.91,2022-03-28 13:38:12
1826,mysql,0,1000,100000,1000000,5.01,a81d770,19960.08,50.1,2022-03-28 13:38:22
1827,mongodb,0,1000,100000,1000000,1.1,a81d770,90909.09,11.0,2022-03-28 13:38:34
1828,mongodb,0,500,100000,1000000,1.14,a81d770,87719.3,5.7,2022-03-28 13:38:46
1829,mysql,1,300,100000,1000000,21.64,a81d770,4621.07,64.98,2022-03-28 13:39:27
1830,postgres,1,25,100000,1000000,200.61,a81d770,498.48,50.15,2022-03-28 13:44:26
1831,mysql,1,5,100000,1000000,366.42,a81d770,272.91,18.32,2022-03-28 13:50:52
1832,postgres,1,100,100000,1000000,11.4,a81d770,8771.93,11.4,2022-03-28 13:52:42
1833,mysql,1,2,100000,1000000,811.03,a81d770,123.3,16.22,2022-03-28 14:06:33
1834,postgres,1,5,100000,1000000,89.61,a81d770,1115.95,4.48,2022-03-28 14:09:40
1835,postgres,0,5,100000,1000000,88.34,a81d770,1131.99,4.42,2022-03-28 14:12:24
1836,mongodb,1,1000,100000,1000000,2.53,a81d770,39525.69,25.3,2022-03-28 14:12:48
1837,mysql,1,2000,100000,1000000,20.3,a81d770,4926.11,406.0,2022-03-28 14:13:28
1838,postgres,0,1000,100000,1000000,7.55,a81d770,13245.03,75.5,2022-03-28 14:14:52
1839,mysql,1,50,100000,1000000,129.24,a81d770,773.75,64.62,2022-03-28 14:17:21
1840,mongodb,0,10,100000,1000000,7.64,a81d770,13089.01,0.76,2022-03-28 14:17:39
1841,mongodb,1,2,100000,1000000,33.03,a81d770,3027.55,0.66,2022-03-28 14:18:34
1842,postgres,0,500,100000,1000000,7.65,a81d770,13071.9,38.25,2022-03-28 14:19:59
1843,postgres,1,10,100000,1000000,46.79,a81d770,2137.21,4.68,2022-03-28 14:22:24
1844,postgres,0,10,100000,1000000,45.77,a81d770,2184.84,4.58,2022-03-28 14:24:26
1845,postgres,0,200,100000,1000000,8.19,a81d770,12210.01,16.38,2022-03-28 14:25:50
1846,mysql,0,50,100000,1000000,123.31,a81d770,810.96,61.66,2022-03-28 14:27:58
1847,postgres,1,2,100000,1000000,216.57,a81d770,461.74,4.33,2022-03-28 14:33:13
1848,postgres,1,1500,100000,1000000,9.78,a81d770,10224.95,148.18,2022-03-28 14:35:02
1849,mongodb,1,1500,100000,1000000,2.39,a81d770,41841.0,36.21,2022-03-28 14:35:26
1850,mongodb,0,100,100000,1000000,1.73,a81d770,57803.47,1.73,2022-03-28 14:35:39
1851,postgres,1,300,100000,1000000,10.64,a81d770,9398.5,31.95,2022-03-28 14:37:27
1852,mongodb,1,200,100000,1000000,2.64,a81d770,37878.79,5.28,2022-03-28 14:37:51
1853,mongodb,0,300,100000,1000000,1.34,a81d770,74626.87,4.02,2022-03-28 14:38:03
1854,postgres,0,100,100000,1000000,9.25,a81d770,10810.81,9.25,2022-03-28 14:39:29
1855,mongodb,0,1500,100000,1000000,1.15,a81d770,86956.52,17.42,2022-03-28 14:39:41
1856,mongodb,0,200,100000,1000000,1.34,a81d770,74626.87,2.68,2022-03-28 14:39:52
1857,mysql,0,2,100000,1000000,758.48,a81d770,131.84,15.17,2022-03-28 14:52:36
1858,mysql,0,200,100000,1000000,17.84,a81d770,5605.38,35.68,2022-03-28 14:52:59
1859,mysql,1,1000,100000,1000000,20.32,a81d770,4921.26,203.2,2022-03-28 14:53:39
1860,mongodb,1,25,100000,1000000,4.66,a81d770,21459.23,1.17,2022-03-28 14:54:04
1861,postgres,1,200,100000,1000000,9.96,a81d770,10040.16,19.92,2022-03-28 14:55:51
1862,mongodb,0,2000,100000,1000000,0.99,a81d770,101010.1,19.8,2022-03-28 14:56:02
1863,mongodb,1,10,100000,1000000,7.87,a81d770,12706.48,0.79,2022-03-28 14:56:31
1864,postgres,1,2000,100000,1000000,10.46,a81d770,9560.23,209.2,2022-03-28 14:58:20
1865,postgres,0,1500,100000,1000000,7.57,a81d770,13210.04,114.7,2022-03-28 14:59:43
1866,mysql,1,25,100000,1000000,79.99,a81d770,1250.16,20.0,2022-03-28 15:01:22
1867,postgres,0,50,100000,1000000,15.48,a81d770,6459.95,7.74,2022-03-28 15:02:53
1868,mysql,1,500,100000,1000000,20.77,a81d770,4814.64,103.85,2022-03-28 15:03:33
1869,mongodb,0,5,100000,1000000,13.15,a81d770,7604.56,0.66,2022-03-28 15:03:56
1870,mongodb,1,50,100000,1000000,3.52,a81d770,28409.09,1.76,2022-03-28 15:04:20
1871,mysql,0,25,100000,1000000,74.32,a81d770,1345.53,18.58,2022-03-28 15:05:39
1872,mongodb,1,500,100000,1000000,2.51,a81d770,39840.64,12.55,2022-03-28 15:06:02
